0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
6962,fil-711,2017-01-26 00:00:00,1438-04-28,Thursday,January,Rabi’ al-Thani,Center,Hyper,460,Yes,12 hrs,SAR 13363.0,Regular,739939,443963,8,11276,SAR 592189
6963,fil-701,2017-01-27 00:00:00,1438-04-29,Friday,January,Rabi’ al-Thani,Center,Hyper,675,No,12 hrs,SAR 45182.0,Regular,1219441,487776,10,25300,SAR 1420677
6964,fil-702,2017-01-27 00:00:00,1438-04-29,Friday,,Rabi’ al-Thani,,Regular,1075,Yes,12 hrs,SAR 4876.0,Regular,282218,169330,1,5582,SAR 299654
6965,fil-703,2017-01-27 00:00:00,1438-04-29,,January,Rabi’ al-Thani,Border,Grande,2725,Yes,12 hrs,SAR 569602.0,Regular,650097,325048,1,12650,SAR 564935
6966,fil-704,2017-01-27 00:00:00,1438-04-29,Friday,,Rabi’ al-Thani,Center,Regular,205,No,12 hrs,SAR 6015.0,Regular,990515,495257,8,11172,SAR 575450
6967,fil-705,2017-01-27 00:00:00,1438-04-29,,January,Rabi’ al-Thani,Center,Hyper,760,No,24 hrs,SAR 48875.0,Regular,1549137,464741,6,21866,SAR 773218
6968,fil-706,2017-01-27 00:00:00,1438-04-29,Friday,January,Rabi’ al-Thani,Center,Hyper,755,Yes,18 hrs,SAR 54116.0,Regular,725126,217537,5,10931,SAR 589023
6969,fil-707,2017-01-27 00:00:00,1438-04-29,Friday,January,Rabi’ al-Thani,Center,Grande,590,No,18 hrs,SAR 566862.0,Regular,2495557,998222,5,31404,SAR 1274118
6970,fil-708,2017-01-27 00:00:00,1438-04-29,Fri,January,Rabi’ al-Thani,Border,Grande,2165,No,18 hrs,SAR 395567.0,Regular,1094692,547346,2,20470,SAR 1053482
6971,fil-709,2017-01-27 00:00:00,1438-04-29,,,Rabi’ al-Thani,,Hyper,775,Yes,12 hrs,SAR 63434.0,Regular,1989468,596840,11,14324,SAR 754292
6972,fil-710,2017-01-27 00:00:00,1438-04-29,Friday,January,Rabi’ al-Thani,Border,Hyper,895,Yes,24 hrs,SAR 25523.0,Regular,545260,327156,3,8351,SAR 381370
6973,fil-711,2017-01-27 00:00:00,1438-04-29,Friday,,Rabi’ al-Thani,Center,Hyper,460,Yes,12 hrs,SAR 12052.0,Regular,756498,226949,8,5794,SAR 258543
6974,fil-701,2017-01-28 00:00:00,1438-04-30,Saturday,,Rabi’ al-Thani,,Hyper,675,No,12 hrs,SAR 45954.0,None,1221284,0,10,17586,SAR 984491
6975,fil-702,2017-01-28 00:00:00,1438-04-30,,January,Rabi’ al-Thani,Outskirts,Regular,1075,Yes,12 hrs,SAR 4221.0,None,132862,0,1,2086,SAR 116869
6976,fil-703,2017-01-28 00:00:00,1438-04-30,Saturday,,Rabi’ al-Thani,Border,Grande,2725,Yes,12 hrs,SAR 478405.0,None,802148,0,1,13960,SAR 667293
6977,fil-704,2017-01-28 00:00:00,1438-04-30,Saturday,Jan,Rabi’ al-Thani,Center,Regular,205,No,12 hrs,SAR 6351.0,None,967454,0,8,9084,SAR 479896
6978,fil-705,2017-01-28 00:00:00,1438-04-30,,January,Rabi’ al-Thani,Center,Hyper,760,No,24 hrs,SAR 42348.0,None,1271269,0,6,26783,SAR 1266938
6979,fil-706,2017-01-28 00:00:00,1438-04-30,Saturday,January,Rabi’ al-Thani,Center,Hyper,755,Yes,18 hrs,SAR 49376.0,None,724606,0,5,8564,SAR 366794
6980,fil-707,2017-01-28 00:00:00,1438-04-30,Saturday,January,Rabi’ al-Thani,,Grande,590,No,18 hrs,SAR 520539.0,None,2539203,0,5,42658,SAR 2067072
6981,fil-708,2017-01-28 00:00:00,1438-04-30,Saturday,January,Rabi’ al-Thani,Border,Grande,2165,No,18 hrs,SAR 526743.0,None,1098248,0,2,28049,SAR 1616200
6982,fil-709,2017-01-28 00:00:00,1438-04-30,Saturday,,Rabi’ al-Thani,Center,,775,Yes,12 hrs,SAR 51215.0,None,1968288,0,11,21328,SAR 1127827
6983,fil-710,2017-01-28 00:00:00,1438-04-30,Saturday,Jan,Rabi’ al-Thani,Border,Hyper,895,Yes,24 hrs,SAR 21397.0,None,395936,0,3,3717,SAR 189739
6984,fil-711,2017-01-28 00:00:00,1438-04-30,,January,Rabi’ al-Thani,Center,Hyper,460,Yes,12 hrs,SAR 15359.0,None,733942,0,8,13166,SAR 647447
6985,fil-701,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 41503.0,None,1243209,0,10,22510,SAR 1171562
6986,fil-702,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 4834.0,None,133007,0,1,2721,SAR 176672
6987,fil-703,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 622706.0,None,650981,0,1,11108,SAR 630360
6988,fil-704,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,,Regular,205,No,12 hrs,SAR 6097.0,None,980172,0,8,9046,SAR 489190
6989,fil-705,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 36016.0,None,1273173,0,6,25236,SAR 1404111
6990,fil-706,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,,Hyper,755,Yes,18 hrs,SAR 55936.0,None,724740,0,5,13635,SAR 550042
6991,fil-707,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 580262.0,None,2495559,0,5,45863,SAR 2281824
6992,fil-708,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Border,,2165,No,18 hrs,SAR 436161.0,None,1094671,0,2,17179,SAR 865844
6993,fil-709,2017-01-29 00:00:00,1438-05-01,Sunday,,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 69595.0,None,2049508,0,11,17215,SAR 844958
6994,fil-710,2017-01-29 00:00:00,1438-05-01,Sunday,January,Jumada al-Ula,Border,,895,Yes,24 hrs,SAR 22891.0,None,440437,0,3,4515,SAR 251675
6995,fil-711,2017-01-29 00:00:00,1438-05-01,Sun,January,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 15988.0,None,733416,0,8,13289,SAR 677830
6996,fil-701,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,,Hyper,675,No,12 hrs,SAR 42553.0,None,1221330,0,10,14797,SAR 708466
6997,fil-702,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 4355.0,None,133148,0,1,2653,SAR 135095
6998,fil-703,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 586610.0,None,649965,0,1,6142,SAR 322251
6999,fil-704,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7475.0,None,968461,0,8,9055,SAR 425563
7000,fil-705,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 40450.0,None,1316527,0,6,25250,SAR 1233068
7001,fil-706,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Center,,755,Yes,18 hrs,SAR 57638.0,None,725634,0,5,9077,SAR 355206
7002,fil-707,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 609302.0,None,2495486,0,5,37319,SAR 1659911
7003,fil-708,2017-01-30 00:00:00,1438-05-02,Monday,Jan,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 424775.0,None,1094671,0,2,23792,SAR 1201697
7004,fil-709,2017-01-30 00:00:00,1438-05-02,Mon,January,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 57344.0,None,1967414,0,11,19898,SAR 868399
7005,fil-710,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 22743.0,None,396943,0,3,5692,SAR 291669
7006,fil-711,2017-01-30 00:00:00,1438-05-02,Monday,January,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 16172.0,None,733551,0,8,8931,SAR 439107
7007,fil-701,2017-01-31 00:00:00,1438-05-03,Tuesday,January,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 53520.0,None,1305524,0,10,14710,SAR 684610
7008,fil-702,2017-01-31 00:00:00,1438-05-03,Tuesday,January,Jumada al-Ula,Outskirts,,1075,Yes,12 hrs,SAR 4396.0,None,136592,0,1,1428,SAR 56290
7009,fil-703,2017-01-31 00:00:00,1438-05-03,Tuesday,Jan,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 606532.0,None,651937,0,1,7875,SAR 383327
7010,fil-704,2017-01-31 00:00:00,1438-05-03,Tuesday,January,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7762.0,None,967975,0,8,20038,SAR 954746
7011,fil-705,2017-01-31 00:00:00,1438-05-03,Tuesday,Jan,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 41771.0,None,1271310,0,6,20850,SAR 986977
7012,fil-706,2017-01-31 00:00:00,1438-05-03,,Jan,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 55020.0,None,724628,0,5,9891,SAR 442543
7013,fil-707,2017-01-31 00:00:00,1438-05-03,Tuesday,January,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 706752.0,None,2496464,0,5,31415,SAR 1771277
7014,fil-708,2017-01-31 00:00:00,1438-05-03,Tue,January,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 435848.0,None,1095710,0,2,27545,SAR 1492268
7015,fil-709,2017-01-31 00:00:00,1438-05-03,Tuesday,,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 58502.0,None,2012436,0,11,22941,SAR 1151416
7016,fil-710,2017-01-31 00:00:00,1438-05-03,Tuesday,January,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 22689.0,None,482057,0,3,6505,SAR 351675
7017,fil-711,2017-01-31 00:00:00,1438-05-03,Tuesday,,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 13283.0,None,734455,0,8,10576,SAR 614815
7018,fil-701,2017-02-01 00:00:00,1438-05-04,Wednesday,Feb,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 40851.0,Regular,1526197,915718,10,11889,SAR 528167
7019,fil-702,2017-02-01 00:00:00,1438-05-04,Wednesday,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 5063.0,Regular,296957,178174,1,3882,SAR 184520
7020,fil-703,2017-02-01 00:00:00,1438-05-04,Wednesday,,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 644626.0,Regular,649966,389979,1,7536,SAR 335162
7021,fil-704,2017-02-01 00:00:00,1438-05-04,,Feb,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7035.0,Regular,967422,483711,8,16196,SAR 691303
7022,fil-705,2017-02-01 00:00:00,1438-05-04,Wednesday,,Jumada al-Ula,,Hyper,760,No,24 hrs,SAR 35523.0,Regular,1271310,762786,6,10642,SAR 490601
7023,fil-706,2017-02-01 00:00:00,1438-05-04,Wednesday,February,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 48299.0,Regular,724595,217378,5,7535,SAR 314365
7024,fil-707,2017-02-01 00:00:00,1438-05-04,Wed,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 596618.0,Regular,2495973,748791,5,49540,SAR 2667889
7025,fil-708,2017-02-01 00:00:00,1438-05-04,Wed,February,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 454202.0,Regular,1094660,547330,2,18344,SAR 797449
7026,fil-709,2017-02-01 00:00:00,1438-05-04,,February,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 59132.0,Regular,1967437,590231,11,24789,SAR 1200801
7027,fil-710,2017-02-01 00:00:00,1438-05-04,Wednesday,Feb,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 22354.0,Regular,397911,119373,3,5636,SAR 314522
7028,fil-711,2017-02-01 00:00:00,1438-05-04,Wednesday,February,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 12624.0,Regular,733405,440043,8,4400,SAR 185370
7029,fil-701,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 42194.0,None,1308654,0,10,18648,SAR 874977
7030,fil-702,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 4699.0,None,136690,0,1,1786,SAR 75890
7031,fil-703,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 550756.0,None,649954,0,1,10781,SAR 455509
7032,fil-704,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Center,,205,No,12 hrs,SAR 8432.0,None,971250,0,8,13321,SAR 663257
7033,fil-705,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 33040.0,None,1278440,0,6,12880,SAR 650866
7034,fil-706,2017-02-02 00:00:00,1438-05-05,,February,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 64828.0,None,724607,0,5,10361,SAR 523388
7035,fil-707,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,,Grande,590,No,18 hrs,SAR 667874.0,None,2495414,0,5,46833,SAR 1980985
7036,fil-708,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 371664.0,None,1407623,0,2,19382,SAR 877328
7037,fil-709,2017-02-02 00:00:00,1438-05-05,Thu,February,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 70643.0,None,1966375,0,11,25956,SAR 1239105
7038,fil-710,2017-02-02 00:00:00,1438-05-05,,February,Jumada al-Ula,,Hyper,895,Yes,24 hrs,SAR 23309.0,None,395937,0,3,2985,SAR 146917
7039,fil-711,2017-02-02 00:00:00,1438-05-05,Thursday,February,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 12844.0,None,740608,0,8,9775,SAR 500667
7040,fil-701,2017-02-03 00:00:00,1438-05-06,Friday,Feb,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 40755.0,None,1219668,0,10,14603,SAR 762404
7041,fil-702,2017-02-03 00:00:00,1438-05-06,,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 3782.0,None,133159,0,1,1141,SAR 62507
7042,fil-703,2017-02-03 00:00:00,1438-05-06,Fri,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 566460.0,None,649966,0,1,8914,SAR 515248
7043,fil-704,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7139.0,None,967993,0,8,9176,SAR 421610
7044,fil-705,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 47185.0,None,1362127,0,6,26659,SAR 1188692
7045,fil-706,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 58249.0,None,773045,0,5,6947,SAR 338589
7046,fil-707,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 699328.0,None,2495565,0,5,47937,SAR 2211663
7047,fil-708,2017-02-03 00:00:00,1438-05-06,,Feb,Jumada al-Ula,Border,,2165,No,18 hrs,SAR 355820.0,None,1095231,0,2,12524,SAR 687119
7048,fil-709,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 67350.0,None,1973679,0,11,24094,SAR 1235106
7049,fil-710,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,,Hyper,895,Yes,24 hrs,SAR 21951.0,None,396475,0,3,4491,SAR 235122
7050,fil-711,2017-02-03 00:00:00,1438-05-06,Friday,February,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 15478.0,None,733399,0,8,9035,SAR 478568
7051,fil-701,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 49714.0,Grand,1219383,487753,10,26836,SAR 1475630
7052,fil-702,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 3209.0,Grand,146805,58722,1,2212,SAR 105496
7053,fil-703,2017-02-04 00:00:00,1438-05-07,Sat,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 563809.0,Grand,823582,247074,1,6830,SAR 297931
7054,fil-704,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7108.0,Grand,1293029,387908,8,12914,SAR 546668
7055,fil-705,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,,Hyper,760,No,24 hrs,SAR 41668.0,Grand,1271813,763087,6,14223,SAR 664611
7056,fil-706,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 48643.0,Grand,1050202,630121,5,13661,SAR 688035
7057,fil-707,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 693274.0,Grand,2495714,748714,5,31795,SAR 1334196
7058,fil-708,2017-02-04 00:00:00,1438-05-07,Sat,February,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 414904.0,Grand,1094813,547406,2,14422,SAR 683912
7059,fil-709,2017-02-04 00:00:00,1438-05-07,Saturday,February,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 57387.0,Grand,1966528,1179916,11,34691,SAR 1348624
7060,fil-710,2017-02-04 00:00:00,1438-05-07,Sat,February,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 19586.0,Grand,395898,237538,3,5784,SAR 272151
7061,fil-711,2017-02-04 00:00:00,1438-05-07,Saturday,Feb,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 15962.0,Grand,733417,440050,8,6107,SAR 275313
7062,fil-701,2017-02-05 00:00:00,1438-05-08,Sunday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 53737.0,Regular,1219525,487810,10,17748,SAR 1038936
7063,fil-702,2017-02-05 00:00:00,1438-05-08,Sun,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 5479.0,Regular,182974,54892,1,3265,SAR 165749
7064,fil-703,2017-02-05 00:00:00,1438-05-08,Sun,,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 565719.0,Regular,651064,325532,1,11290,SAR 712938
7065,fil-704,2017-02-05 00:00:00,1438-05-08,Sunday,February,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7603.0,Regular,967576,580545,8,13787,SAR 641785
7066,fil-705,2017-02-05 00:00:00,1438-05-08,,February,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 44921.0,Regular,1603356,481006,6,20742,SAR 1240474
7067,fil-706,2017-02-05 00:00:00,1438-05-08,Sunday,,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 63311.0,Regular,724607,362303,5,8006,SAR 392516
7068,fil-707,2017-02-05 00:00:00,1438-05-08,Sunday,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 636581.0,Regular,2495568,998227,5,39592,SAR 2267231
7069,fil-708,2017-02-05 00:00:00,1438-05-08,Sun,February,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 384648.0,Regular,1426779,428033,2,25211,SAR 1109759
7070,fil-709,2017-02-05 00:00:00,1438-05-08,Sunday,February,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 66482.0,Regular,1966529,786611,11,23598,SAR 1071021
7071,fil-710,2017-02-05 00:00:00,1438-05-08,,February,Jumada al-Ula,,Hyper,895,Yes,24 hrs,SAR 24523.0,Regular,396058,118817,3,7214,SAR 328124
7072,fil-711,2017-02-05 00:00:00,1438-05-08,Sunday,February,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 16906.0,Regular,733399,366699,8,6160,SAR 335905
7073,fil-701,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 51164.0,Regular,1219959,609979,10,10265,SAR 436792
7074,fil-702,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 4052.0,Regular,133984,66992,1,2434,SAR 133532
7075,fil-703,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 552371.0,Regular,653986,326993,1,10451,SAR 433850
7076,fil-704,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 5953.0,Regular,1063310,425324,8,14507,SAR 793617
7077,fil-705,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 34242.0,Regular,1451526,870915,6,19830,SAR 1014442
7078,fil-706,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 61566.0,Regular,724607,289842,5,9419,SAR 561488
7079,fil-707,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 678459.0,Regular,2495719,998287,5,32384,SAR 1728866
7080,fil-708,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 472233.0,Regular,1121728,448691,2,23345,SAR 1144741
7081,fil-709,2017-02-06 00:00:00,1438-05-09,,Feb,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 56608.0,Regular,2305137,1152568,11,33193,SAR 1642076
7082,fil-710,2017-02-06 00:00:00,1438-05-09,Mon,February,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 19641.0,Regular,397026,238215,3,4010,SAR 171251
7083,fil-711,2017-02-06 00:00:00,1438-05-09,Monday,February,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 16743.0,Regular,733710,220113,8,5722,SAR 321815
7084,fil-701,2017-02-07 00:00:00,1438-05-10,Tuesday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 50473.0,None,1223456,0,10,20142,SAR 1112017
7085,fil-702,2017-02-07 00:00:00,1438-05-10,Tuesday,February,Jumada al-Ula,Outskirts,Regular,1075,Yes,12 hrs,SAR 4365.0,None,478399,0,1,4345,SAR 207182
7086,fil-703,2017-02-07 00:00:00,1438-05-10,,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 632443.0,None,677455,0,1,12210,SAR 588886
7087,fil-704,2017-02-07 00:00:00,1438-05-10,Tuesday,February,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 6824.0,None,967730,0,8,13918,SAR 623569
7088,fil-705,2017-02-07 00:00:00,1438-05-10,Tuesday,Feb,Jumada al-Ula,,Hyper,760,No,24 hrs,SAR 37592.0,None,1275322,0,6,14538,SAR 704431
7089,fil-706,2017-02-07 00:00:00,1438-05-10,Tuesday,Feb,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 50916.0,None,724672,0,5,11304,SAR 486887
7090,fil-707,2017-02-07 00:00:00,1438-05-10,,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 723698.0,None,2840951,0,5,53449,SAR 2567410
7091,fil-708,2017-02-07 00:00:00,1438-05-10,Tuesday,,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 405120.0,None,1095795,0,2,17361,SAR 909434
7092,fil-709,2017-02-07 00:00:00,1438-05-10,Tuesday,,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 68547.0,None,1966387,0,11,18877,SAR 914991
7093,fil-710,2017-02-07 00:00:00,1438-05-10,Tuesday,February,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 25104.0,None,403626,0,3,6256,SAR 332529
7094,fil-711,2017-02-07 00:00:00,1438-05-10,Tuesday,,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 15353.0,None,733399,0,8,7920,SAR 435542
7095,fil-701,2017-02-08 00:00:00,1438-05-11,Wednesday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 39651.0,None,1219406,0,10,9523,SAR 448030
7096,fil-702,2017-02-08 00:00:00,1438-05-11,Wednesday,,Jumada al-Ula,,Regular,1075,Yes,12 hrs,SAR 4772.0,None,160803,0,1,1395,SAR 61690
7097,fil-703,2017-02-08 00:00:00,1438-05-11,,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 589861.0,None,650112,0,1,5392,SAR 267466
7098,fil-704,2017-02-08 00:00:00,1438-05-11,Wed,February,Jumada al-Ula,,Regular,205,No,12 hrs,SAR 6768.0,None,969604,0,8,15556,SAR 781960
7099,fil-705,2017-02-08 00:00:00,1438-05-11,Wednesday,February,Jumada al-Ula,Center,Hyper,760,No,24 hrs,SAR 37959.0,None,1286036,0,6,21173,SAR 1133898
7100,fil-706,2017-02-08 00:00:00,1438-05-11,Wednesday,February,Jumada al-Ula,Center,Hyper,755,Yes,18 hrs,SAR 75435.0,None,725195,0,5,8956,SAR 466317
7101,fil-707,2017-02-08 00:00:00,1438-05-11,Wednesday,February,Jumada al-Ula,Center,Grande,590,No,18 hrs,SAR 674926.0,None,2499552,0,5,45971,SAR 2184236
7102,fil-708,2017-02-08 00:00:00,1438-05-11,Wednesday,February,Jumada al-Ula,Border,Grande,2165,No,18 hrs,SAR 477212.0,None,1447108,0,2,17288,SAR 899401
7103,fil-709,2017-02-08 00:00:00,1438-05-11,Wednesday,,Jumada al-Ula,Center,Hyper,775,Yes,12 hrs,SAR 59871.0,None,1966369,0,11,27135,SAR 1461800
7104,fil-710,2017-02-08 00:00:00,1438-05-11,Wednesday,February,Jumada al-Ula,Border,Hyper,895,Yes,24 hrs,SAR 23704.0,None,396062,0,3,3293,SAR 140933
7105,fil-711,2017-02-08 00:00:00,1438-05-11,Wed,Feb,Jumada al-Ula,Center,Hyper,460,Yes,12 hrs,SAR 16851.0,None,733716,0,8,4402,SAR 247290
7106,fil-701,2017-02-09 00:00:00,1438-05-12,Thursday,February,Jumada al-Ula,Center,Hyper,675,No,12 hrs,SAR 43612.0,None,1223563,0,10,21050,SAR 937826
7107,fil-702,2017-02-09 00:00:00,1438-05-12,Thursday,February,Jumada al-Ula,,Regular,1075,Yes,12 hrs,SAR 5274.0,None,137054,0,1,1655,SAR 86024
7108,fil-703,2017-02-09 00:00:00,1438-05-12,Thursday,February,Jumada al-Ula,Border,Grande,2725,Yes,12 hrs,SAR 500863.0,None,664975,0,1,9144,SAR 427811
7109,fil-704,2017-02-09 00:00:00,1438-05-12,Thursday,February,Jumada al-Ula,Center,Regular,205,No,12 hrs,SAR 7522.0,None,967500,0,8,12894,SAR 714324
