0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
3102,fil-703,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 24693.0,Regular,138918,83350,1,2433,SAR 112388
3103,fil-704,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 850702.0,None,846918,0,8,9141,SAR 421310
3104,fil-705,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 32885.0,Regular,321143,128457,2,3009,SAR 179297
3105,fil-706,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 204139.0,None,918097,0,11,6610,SAR 349288
3106,fil-707,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 54419.0,Regular,331121,198672,6,1986,SAR 93076
3107,fil-708,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 77931.0,None,275125,0,1,5534,SAR 287372
3108,fil-709,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 4544.0,Regular,326693,98007,11,5785,SAR 313166
3109,fil-710,2019-04-24 00:00:00,1440-08-19,Wed,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 36281.0,None,188369,0,2,2431,SAR 112985
3110,fil-701,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1207.0,None,453057,0,5,4711,SAR 262961
3111,fil-702,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 368486.0,None,1917951,0,7,13809,SAR 682805
3112,fil-703,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 30692.0,None,138934,0,1,3197,SAR 142630
3113,fil-704,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 706235.0,None,846899,0,8,7835,SAR 329550
3114,fil-705,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 34547.0,None,321073,0,2,3713,SAR 176205
3115,fil-706,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 184433.0,None,918105,0,11,6059,SAR 287175
3116,fil-707,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 50225.0,None,331458,0,6,3380,SAR 208338
3117,fil-708,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 73293.0,None,275118,0,1,4102,SAR 197022
3118,fil-709,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 5337.0,None,326530,0,11,5177,SAR 230653
3119,fil-710,2019-04-25 00:00:00,1440-08-20,Thu,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 37554.0,None,188371,0,2,2331,SAR 122155
3120,fil-701,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 901.0,Grand,453129,271877,5,5890,SAR 270205
3121,fil-702,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 313285.0,None,1918378,0,7,19567,SAR 1084638
3122,fil-703,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 32172.0,Grand,138988,83392,1,3012,SAR 165649
3123,fil-704,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 773842.0,None,846860,0,8,6512,SAR 333521
3124,fil-705,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 34036.0,Grand,321073,96321,2,4235,SAR 187665
3125,fil-706,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 161537.0,None,918124,0,11,8263,SAR 415808
3126,fil-707,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 52041.0,Grand,331214,99364,6,2980,SAR 139371
3127,fil-708,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 82413.0,None,275112,0,1,4137,SAR 224476
3128,fil-709,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 5383.0,Grand,326700,163350,11,5860,SAR 328170
3129,fil-710,2019-04-26 00:00:00,1440-08-21,Fri,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 42308.0,None,188234,0,2,3534,SAR 168406
3130,fil-701,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1232.0,Regular,453196,181278,5,5596,SAR 273283
3131,fil-702,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 347672.0,None,1918001,0,7,17262,SAR 1047831
3132,fil-703,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 30664.0,Regular,138918,55567,1,1606,SAR 94671
3133,fil-704,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 716984.0,None,846921,0,8,14682,SAR 643893
3134,fil-705,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 29037.0,Regular,321264,96379,2,5615,SAR 252881
3135,fil-706,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 196679.0,None,918171,0,11,9916,SAR 553876
3136,fil-707,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 49255.0,Regular,331601,99480,6,2984,SAR 141261
3137,fil-708,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 89349.0,None,275098,0,1,4629,SAR 209268
3138,fil-709,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 5757.0,Regular,326564,195938,11,3850,SAR 174342
3139,fil-710,2019-04-27 00:00:00,1440-08-22,Sat,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 31979.0,None,188375,0,2,3742,SAR 201321
3140,fil-701,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1358.0,None,453095,0,5,6773,SAR 314973
3141,fil-702,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 297207.0,Regular,1918264,1150958,7,16113,SAR 911460
3142,fil-703,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 30251.0,None,139413,0,1,1338,SAR 72488
3143,fil-704,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 711841.0,Regular,846901,254070,8,7845,SAR 375363
3144,fil-705,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 36154.0,None,321071,0,2,4542,SAR 227275
3145,fil-706,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 205546.0,Regular,918595,551157,11,6062,SAR 299007
3146,fil-707,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 47677.0,None,331112,0,6,2383,SAR 127648
3147,fil-708,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 83117.0,Regular,275099,165059,1,2550,SAR 119715
3148,fil-709,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 4318.0,None,326512,0,11,4969,SAR 247353
3149,fil-710,2019-04-28 00:00:00,1440-08-23,Sun,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 33148.0,Regular,188430,56529,2,2779,SAR 130204
3150,fil-701,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1430.0,None,453255,0,5,6481,SAR 315245
3151,fil-702,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 392790.0,Regular,1918271,959135,7,20717,SAR 1147586
3152,fil-703,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 28028.0,None,139060,0,1,2567,SAR 133099
3153,fil-704,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 677760.0,Regular,846846,508107,8,13800,SAR 672890
3154,fil-705,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 38188.0,None,321127,0,2,5538,SAR 264255
3155,fil-706,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 173838.0,Regular,918097,275429,11,6059,SAR 274186
3156,fil-707,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 60773.0,None,331152,0,6,2582,SAR 126013
3157,fil-708,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 73953.0,Regular,275138,165082,1,6200,SAR 334844
3158,fil-709,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 5208.0,None,326656,0,11,3599,SAR 184039
3159,fil-710,2019-04-29 00:00:00,1440-08-24,Mon,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 36704.0,Regular,188311,75324,2,3869,SAR 200620
3160,fil-701,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1230.0,None,453055,0,5,2944,SAR 162507
3161,fil-702,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 338255.0,None,1918278,0,7,16113,SAR 912196
3162,fil-703,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 33871.0,None,139294,0,1,3236,SAR 176531
3163,fil-704,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Center,Grande,510,No,12 hrs,SAR 720291.0,None,846903,0,8,12788,SAR 594804
3164,fil-705,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 33876.0,None,321219,0,2,4998,SAR 223424
3165,fil-706,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 175413.0,None,918097,0,11,12118,SAR 585551
3166,fil-707,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 48892.0,None,331631,0,6,3979,SAR 189932
3167,fil-708,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 93087.0,None,275100,0,1,5325,SAR 254170
3168,fil-709,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Center,Regular,80,No,12 hrs,SAR 6171.0,None,326618,0,11,2459,SAR 140140
3169,fil-710,2019-04-30 00:00:00,1440-08-25,Tue,Apr,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 32749.0,None,188291,0,2,2303,SAR 104791
3170,fil-701,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1107.0,None,453057,0,5,5889,SAR 328230
3171,fil-702,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 413159.0,Grand,1917908,1150744,7,27617,SAR 1287063
3172,fil-703,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 26733.0,None,139121,0,1,2911,SAR 189093
3173,fil-704,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Center,Grande,510,No,12 hrs,SAR 827913.0,Grand,847053,254115,8,11289,SAR 562950
3174,fil-705,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 32463.0,None,321072,0,2,3176,SAR 151500
3175,fil-706,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 163780.0,Grand,918484,551090,11,5510,SAR 269103
3176,fil-707,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 56991.0,None,331133,0,6,2384,SAR 110807
3177,fil-708,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 66142.0,Grand,275105,137552,1,5260,SAR 246024
3178,fil-709,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Center,Regular,80,No,12 hrs,SAR 5646.0,None,326793,0,11,4731,SAR 258670
3179,fil-710,2019-05-01 00:00:00,1440-08-26,Wed,May,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 36571.0,Grand,188314,56494,2,1963,SAR 84588
3180,fil-701,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1330.0,None,453065,0,5,6773,SAR 377641
3181,fil-702,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 371027.0,Regular,1918009,1150805,7,20714,SAR 1033720
3182,fil-703,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 34780.0,None,139202,0,1,2362,SAR 124876
3183,fil-704,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Center,Grande,510,No,12 hrs,SAR 695155.0,Regular,846856,254056,8,6580,SAR 372550
3184,fil-705,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 37117.0,None,321101,0,2,4143,SAR 212700
3185,fil-706,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 181386.0,Regular,918154,459077,11,13221,SAR 622537
3186,fil-707,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 49992.0,None,331193,0,6,3179,SAR 166882
3187,fil-708,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 86645.0,Regular,275156,110062,1,5255,SAR 240090
3188,fil-709,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Center,Regular,80,No,12 hrs,SAR 3962.0,None,326720,0,11,2752,SAR 149770
3189,fil-710,2019-05-02 00:00:00,1440-08-27,Thu,May,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 34522.0,Regular,188315,94157,2,2101,SAR 83834
3190,fil-701,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1086.0,Regular,453076,271845,5,7067,SAR 350595
3191,fil-702,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 398574.0,None,1917900,0,7,27617,SAR 1463739
3192,fil-703,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 28588.0,Regular,138996,41698,1,2339,SAR 116705
3193,fil-704,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Center,Grande,510,No,12 hrs,SAR 757101.0,None,847060,0,8,12739,SAR 581473
3194,fil-705,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 35141.0,Regular,321184,96355,2,4875,SAR 230584
3195,fil-706,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 180931.0,None,918209,0,11,5509,SAR 292058
3196,fil-707,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 49811.0,Regular,331119,198671,6,4370,SAR 229395
3197,fil-708,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 68729.0,None,275157,0,1,3024,SAR 172841
3198,fil-709,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Center,Regular,80,No,12 hrs,SAR 5075.0,Regular,326666,163333,11,6185,SAR 306324
3199,fil-710,2019-05-03 00:00:00,1440-08-28,Fri,May,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 33416.0,None,188236,0,2,3996,SAR 193269
3200,fil-701,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1337.0,Regular,453170,271902,5,4712,SAR 254758
3201,fil-702,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 381001.0,None,1918056,0,7,14960,SAR 781722
3202,fil-703,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 25683.0,Regular,138914,41674,1,2836,SAR 154886
3203,fil-704,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Center,Grande,510,No,12 hrs,SAR 698985.0,None,846889,0,8,7005,SAR 340565
3204,fil-705,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 36306.0,Regular,321078,192646,2,5090,SAR 315816
3205,fil-706,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 213694.0,None,918097,0,11,9364,SAR 500582
3206,fil-707,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 61052.0,Regular,331116,165558,6,2383,SAR 162070
3207,fil-708,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 70211.0,None,275158,0,1,3517,SAR 171965
3208,fil-709,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Center,Regular,80,No,12 hrs,SAR 4819.0,Regular,326553,97965,11,4007,SAR 206341
3209,fil-710,2019-05-04 00:00:00,1440-08-29,Sat,May,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 40760.0,None,188644,0,2,2867,SAR 120958
3210,fil-701,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Center,Regular,85,Yes,12 hrs,SAR 1363.0,None,453099,0,5,6773,SAR 284111
3211,fil-702,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Center,Grande,1375,Yes,18 hrs,SAR 343907.0,None,1917902,0,7,14959,SAR 687131
3212,fil-703,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Outskirts,Hyper,1285,No,24 hrs,SAR 33441.0,None,138924,0,1,3027,SAR 163518
3213,fil-704,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Center,Grande,510,No,12 hrs,SAR 608545.0,None,846907,0,8,7219,SAR 334660
3214,fil-705,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Border,Hyper,1980,Yes,12 hrs,SAR 35552.0,None,321075,0,2,3960,SAR 205483
3215,fil-706,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Center,Grande,790,Yes,12 hrs,SAR 224564.0,None,918106,0,11,13220,SAR 617860
3216,fil-707,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Center,Hyper,405,Yes,18 hrs,SAR 53278.0,None,331686,0,6,4776,SAR 188826
3217,fil-708,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Border,Hyper,1835,No,18 hrs,SAR 75382.0,None,275105,0,1,4629,SAR 221128
3218,fil-709,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Center,Regular,80,No,12 hrs,SAR 4981.0,None,326627,0,11,4918,SAR 224979
3219,fil-710,2019-05-05 00:00:00,1440-08-30,Sun,May,Sha’ban,Border,Hyper,990,No,24 hrs,SAR 40483.0,None,188351,0,2,4027,SAR 209091
3220,fil-701,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Center,Regular,85,Yes,12 hrs,SAR 1310.0,Grand,453055,271833,5,7067,SAR 414943
3221,fil-702,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Center,Grande,1375,Yes,18 hrs,SAR 380432.0,None,1917909,0,7,16110,SAR 706851
3222,fil-703,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Outskirts,Hyper,1285,No,24 hrs,SAR 31392.0,Grand,138936,55574,1,2165,SAR 82032
3223,fil-704,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Center,Grande,510,No,12 hrs,SAR 765101.0,None,846861,0,8,9034,SAR 441498
3224,fil-705,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Border,Hyper,1980,Yes,12 hrs,SAR 36975.0,Grand,321115,160557,2,5583,SAR 313197
3225,fil-706,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Center,Grande,790,Yes,12 hrs,SAR 163039.0,None,918522,0,11,8266,SAR 321418
3226,fil-707,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Center,Hyper,405,Yes,18 hrs,SAR 51681.0,Grand,331156,132462,6,3576,SAR 175487
3227,fil-708,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Border,Hyper,1835,No,18 hrs,SAR 63519.0,None,275105,0,1,4600,SAR 201594
3228,fil-709,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Center,Regular,80,No,12 hrs,SAR 5039.0,Grand,327095,130838,11,5419,SAR 256161
3229,fil-710,2019-05-06 00:00:00,1440-09-01,Mon,May,Ramadhan,Border,Hyper,990,No,24 hrs,SAR 33551.0,None,188544,0,2,2641,SAR 137255
3230,fil-701,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Center,Regular,85,Yes,12 hrs,SAR 1340.0,Regular,453221,181288,5,7070,SAR 332723
3231,fil-702,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Center,Grande,1375,Yes,18 hrs,SAR 390971.0,None,1917985,0,7,27618,SAR 1410074
3232,fil-703,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Outskirts,Hyper,1285,No,24 hrs,SAR 32379.0,Regular,138959,41687,1,1822,SAR 91212
3233,fil-704,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Center,Grande,510,No,12 hrs,SAR 792872.0,None,846849,0,8,15832,SAR 747037
3234,fil-705,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Border,Hyper,1980,Yes,12 hrs,SAR 34361.0,Regular,321075,192645,2,5460,SAR 243226
3235,fil-706,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Center,Grande,790,Yes,12 hrs,SAR 194044.0,None,918158,0,11,10467,SAR 567025
3236,fil-707,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Center,Hyper,405,Yes,18 hrs,SAR 57168.0,Regular,331341,198804,6,4373,SAR 190527
3237,fil-708,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Border,Hyper,1835,No,18 hrs,SAR 93841.0,None,275109,0,1,4738,SAR 251996
3238,fil-709,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Center,Regular,80,No,12 hrs,SAR 4563.0,Regular,326542,97962,11,4845,SAR 272649
3239,fil-710,2019-05-07 00:00:00,1440-09-02,Tue,May,Ramadhan,Border,Hyper,990,No,24 hrs,SAR 35893.0,None,188668,0,2,3037,SAR 127152
3240,fil-701,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Center,Regular,85,Yes,12 hrs,SAR 1469.0,None,453664,0,5,2948,SAR 135155
3241,fil-702,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Center,Grande,1375,Yes,18 hrs,SAR 398674.0,Regular,1918131,1150878,7,27621,SAR 1300081
3242,fil-703,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Outskirts,Hyper,1285,No,24 hrs,SAR 28210.0,None,139357,0,1,3000,SAR 124711
3243,fil-704,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Center,Grande,510,No,12 hrs,SAR 731224.0,Regular,846878,423439,8,7835,SAR 380503
3244,fil-705,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Border,Hyper,1980,Yes,12 hrs,SAR 30366.0,None,321159,0,2,5048,SAR 263447
3245,fil-706,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Center,Grande,790,Yes,12 hrs,SAR 216075.0,Regular,918100,275430,11,6610,SAR 362353
3246,fil-707,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Center,Hyper,405,Yes,18 hrs,SAR 45694.0,None,331123,0,6,2980,SAR 143308
3247,fil-708,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Border,Hyper,1835,No,18 hrs,SAR 83712.0,Regular,275121,82536,1,3837,SAR 218186
3248,fil-709,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Center,Regular,80,No,12 hrs,SAR 4851.0,None,326555,0,11,3561,SAR 194564
3249,fil-710,2019-05-08 00:00:00,1440-09-03,Wed,May,Ramadhan,Border,Hyper,990,No,24 hrs,SAR 30261.0,Regular,188467,113080,2,3846,SAR 163238
3250,fil-701,2019-05-09 00:00:00,1440-09-04,Thu,May,Ramadhan,Center,Regular,85,Yes,12 hrs,SAR 1269.0,None,453292,0,5,5008,SAR 226495
3251,fil-702,2019-05-09 00:00:00,1440-09-04,Thu,May,Ramadhan,Center,Grande,1375,Yes,18 hrs,SAR 369643.0,Regular,1917987,575396,7,27618,SAR 1374201
3252,fil-703,2019-05-09 00:00:00,1440-09-04,Thu,May,Ramadhan,Outskirts,Hyper,1285,No,24 hrs,SAR 28923.0,None,139085,0,1,1404,SAR 74508
3253,fil-704,2019-05-09 00:00:00,1440-09-04,Thu,May,Ramadhan,Center,Grande,510,No,12 hrs,SAR 828754.0,Regular,846849,423424,8,14028,SAR 658068
3254,fil-705,2019-05-09 00:00:00,1440-09-04,Thu,May,Ramadhan,Border,Hyper,1980,Yes,12 hrs,SAR 38014.0,None,321094,0,2,4740,SAR 270263
